	source_intensity	horizontal_distance	vertical_distance	felt_damage	insulation
100085	447484201.7	610.6908186	376.3083738	1	0.892215613
100086	0.000115069	131.203775	209.5628634	0	0.930035966
100087	6.29E-06	389.1975919	414.1076071	1	0.661573202
100088	11732.27666	442.3451446	732.1646805	1	0.342249674
100089	25857916706	643.6214998	483.075461	0	0.660637431
100090	1024394055	434.0102118	358.528757	1	0.261394044
100091	1.08042E+11	690.7242537	371.7416464	0	0.120273261
100092	1.10719E+11	503.4471654	533.4216939	0	0.991642888
100093	4.23193E+13	673.3133195	554.8566988	0	0.006437575
100094	270.2419037	375.9615484	486.0866337	1	0.009216437
100095	0.0087127	660.4232508	399.1607788	0	0.546067212
100096	5.61E-06	457.8346611	256.71841	1	0.985833877
100097	24254183154	646.0991363	650.5353949	1	0.538268563
100098	0.043462858	76.23314176	-145.6962636	0	0.604559972
100099	2.24E-06	321.047	608.3660111	0	0.655014531
100100	325492.589	811.5501271	761.5150371	1	0.469983824
100101	0.000119891	22.21574717	228.8975381	1	0.277527407
100102	6.97E-07	357.3355258	217.5086997	0	0.5647834
100103	776.7602015	617.3105352	441.4251765	1	0.207923849
100104	60889387.07	511.5076242	453.1929918	0	0.008125626
100105	0.071842772	489.8589104	670.2326808	1	0.915745055
100106	0.271779677	428.8228799	540.8871358	1	0.338133529
100107	10488671.96	316.7665185	563.376938	0	0.497697832
100108	32047672.11	641.8977117	449.2068654	1	0.636604826
100109	36.28873348	502.1515264	251.7038293	0	0.49711034
100110	2.21145E+12	660.16119	300.7456376	1	0.920704291
100111	0.022580572	186.9189321	409.6680967	0	0.537220065
100112	4.06E-05	649.8327338	296.3801773	1	0.596299011
100113	0.002105314	281.1199981	371.3173835	1	0.511596782
100114	8.58E-05	40.36750207	395.4903569	0	0.006880008
100115	7.21E+19	295.1568242	304.0391137	1	0.242882188
100116	0.000145877	657.5728737	563.5181542	1	0.152747969
100117	0.000915675	404.7488978	52.86778083	0	0.833480952
100118	0.181988167	192.7414606	700.1023666	0	0.131453584
100119	0.000489515	566.0392014	610.5095449	0	0.938712271
100120	108.1694853	536.0945019	358.4579817	1	0.113438878
100121	2.90853E+13	655.657543	132.6343871	0	0.551796257
100122	463.0263022	471.632592	788.6276495	0	0.107362591
100123	6198.39287	543.5638089	517.9077316	1	0.636810695
100124	0.12270406	410.0470526	649.7057265	1	0.353355815
100125	7.05E-07	418.0436967	415.2547692	1	0.224143953
100126	0.210333285	668.5817385	767.214178	0	0.427373244
100127	1373396478	598.5922582	420.1207684	0	0.949241271
100128	3.12199E+11	534.9145418	603.3855668	0	0.674026058
100129	12.32764799	359.9318884	245.9020187	1	0.959994319
100130	45131341.59	299.7288873	533.3695592	0	0.094124255
100131	3.40E-05	490.8681904	673.9300222	0	0.95723411
100132	0.000299828	286.5195227	554.7537772	1	0.325724512
100133	0.037367111	780.1415817	756.9262916	1	0.99652637
100134	3660703462	482.728233	568.3373838	1	0.674527795
100135	0.001293425	788.2501554	482.6715518	1	0.02991141
100136	0.000275007	765.0495415	607.1435999	1	0.85536221
100137	93919.51569	579.4494794	423.4223509	1	0.126515441
100138	1.35742E+11	323.7139408	506.1639865	1	0.415820743
100139	0.01435841	4.305880087	525.3136783	1	0.378796944
100140	0.341288896	710.8862123	238.7284864	0	0.710467172
100141	0.119833089	702.7271684	724.1822801	1	0.555254516
100142	1614.109046	738.1401916	526.5347796	1	0.123098272
100143	543466.1491	474.3266002	602.8873443	1	0.669356109
100144	7161319.498	250.5142715	524.9485476	0	0.588514169
100145	16.97277913	302.631909	230.312564	1	0.488088327
100146	0.156025026	606.6159797	248.5987553	1	0.847415862
100147	3378791.32	668.5996219	567.9764266	0	0.561002737
100148	0.000143617	642.3292161	359.1840615	0	0.853232301
100149	1.28E-06	738.8554645	448.644252	1	0.376993285
100150	7.99E-05	683.4605128	500.8464941	0	0.961330421
100151	0.012758018	548.0584013	728.2592484	0	0.661944532
100152	0.00041588	627.3944984	406.2822968	0	0.197482276
100153	472174590.6	525.79512	698.06001	0	0.464420291
100154	3.37E-05	310.0045854	876.3385662	1	0.622110976
100155	2445929.932	433.4225002	586.3372837	0	0.78020445
100156	316659385.7	399.5932305	489.6710594	1	0.448097625
100157	66396.17168	408.8460721	343.9854845	1	0.732149416
100158	16.40821865	1006.992077	681.7138778	0	0.026360589
100159	59998.26339	441.1194117	623.0644012	1	0.587104957
100160	83.72310057	423.0644395	476.0267245	0	0.707434867
100161	2815957199	342.2859053	223.0664561	0	0.842720193
100162	2.43E-05	615.2430565	257.3192221	0	0.890769781
100163	1.37897E+14	542.3942425	358.7205483	1	0.420741437
100164	253570313	386.7449445	690.4950906	0	0.187792239
100165	0.000208734	423.6270708	232.3185972	1	0.944237861
100166	3.37E-05	693.467467	331.9818549	0	0.536453216
100167	117.6338901	289.4537319	461.3066808	1	0.352406745
100168	4.04E-06	380.4909815	577.1685013	1	0.654422979
100169	0.695977544	530.4521651	695.3047171	1	0.683601651
100170	1.77398E+11	538.6051165	401.3371948	0	0.112939528
100171	301.6204417	613.6004073	177.7417595	0	0.010801322
100172	1.07E+17	328.7094221	746.9828521	0	0.527054488
100173	1.77E-05	91.26162429	569.1153942	1	0.011188253
100174	19846.03242	472.8356013	174.6197644	0	0.653775397
100175	0.000735009	381.0867156	288.8415882	1	0.610987786
100176	0.332846287	366.3230813	491.6709173	0	0.613762414
100177	113224.9172	532.8167802	591.2197869	1	0.283127786
100178	1.55E-05	48.26295736	392.4162738	1	0.911673075
100179	3.68E-06	413.0823081	411.1754664	0	0.286857746
100180	0.006555822	547.5085396	589.0602404	1	0.069152509
100181	0.001147741	512.2787728	362.0246034	1	0.99139044
100182	7.23E-07	316.1818553	714.3446738	0	0.849679246
100183	2.37742E+12	812.55498	662.9227871	1	0.319204036
100184	0.104106456	600.9782949	514.063821	0	0.717666382
100185	25155322.44	577.5468025	373.071911	0	0.092997
100186	12408275.94	697.8133954	563.2365153	0	0.354443884
100187	1011667907	496.341128	641.6175901	1	0.77967571
100188	0.000268937	634.8711631	641.0839419	1	0.610910891
100189	0.023194149	454.7891654	315.8209519	0	0.979961819
100190	2453714.811	490.5910879	554.1298746	1	0.247642774
100191	0.000320492	534.3957361	363.628474	0	0.295363675
100192	2.21304E+12	633.3153935	289.9979716	0	0.832958865
100193	1.48E-05	312.1225218	436.4811051	1	0.921552923
100194	7759708.597	124.9528737	395.9057357	1	0.373105898
100195	0.00728147	325.8705088	638.3318858	0	0.072860935
100196	661518232.6	485.0193366	201.541965	0	0.110120545
100197	2261.712607	648.6324813	509.3550795	0	0.480256218
100198	1.35E-05	796.3059259	550.9238674	1	0.901575295
100199	49657216.94	761.6362109	730.2436136	0	0.994241821
100200	0.198448317	578.6025198	591.0582015	0	0.233066897
100201	0.02560502	506.7957933	268.9205893	0	0.753277833
100202	0.003773997	534.1445848	165.5532448	0	0.031039457
100203	29562.51294	635.0478817	364.0091067	1	0.304027783
100204	2113576.881	542.0332841	414.5571312	1	0.610583692
100205	445.425836	352.8183304	355.6040561	1	0.660281588
100206	15789.07734	698.8835717	558.0081712	1	0.095764674
100207	2.83E-05	634.6765614	637.8245115	0	0.229577296
100208	0.153037081	716.6664953	637.6406369	0	0.672455416
100209	59.27813417	778.5615458	645.1143469	0	0.98526104
100210	301514912.3	486.1986149	725.8753549	0	0.284070997
100211	250.0653491	224.1139503	638.7809288	1	0.08337554
100212	2.298171357	162.3146724	411.1362581	1	0.332849513
100213	38144.46886	551.5374595	-8.837706494	0	0.844443612
100214	1483959.777	761.9512726	611.8378815	0	0.185823461
100215	0.291444469	409.1156952	484.0155608	0	0.62454509
100216	591130.3839	779.2635502	568.4439917	0	0.936839015
100217	3.899202404	171.7800583	640.1295481	0	0.101877193
100218	543379180	224.6771462	101.573886	0	0.853530821
100219	1.53E-06	44.41288044	294.5467535	1	0.169765387
100220	6.90E-05	348.2583979	287.7114602	0	0.651061727
100221	69325.40052	476.7312721	728.0002864	0	0.28283494
100222	1554536.159	372.9018833	747.9993043	0	0.164846843
100223	63761.54533	434.2015635	395.0176776	0	0.205727778
100224	0.006801648	572.7565982	84.31236195	1	0.190067674
100225	0.024831307	708.014276	656.8755614	0	0.311598453
100226	12.31292309	422.7496468	548.8574977	0	0.625402663
100227	4.48E-06	817.6682317	322.9418642	1	0.544545136
100228	4.37E-06	308.2165372	298.0751476	0	0.026104025
100229	8.93071E+11	395.1536999	391.2235148	0	0.224521706
100230	1.542939679	745.5621193	555.1784508	0	0.085564911
100231	0.001461452	77.2898287	622.9063701	1	0.112064157
100232	0.001272777	562.7354783	758.1858694	0	0.747374656
100233	897.8700012	227.8224656	367.5662621	1	0.745716453
100234	1.07E+17	315.5685698	650.0163128	1	0.5937085
100235	14461799562	248.0031993	1008.604896	0	0.11667227
100236	4.93E-05	292.4335006	385.4403485	0	0.20087674
100237	1.09022E+11	365.5419681	828.1929968	1	0.569216014
100238	3.84E-06	427.4684206	188.9299481	0	0.54745228
100239	0.000277145	457.3924988	651.2661932	1	0.187590464
100240	0.008842699	538.7467099	768.5940729	1	0.012108798
100241	1.65E-05	384.0665618	812.7709041	0	0.08425589
100242	1.44722E+11	573.3271742	843.1955936	0	0.99825595
100243	0.000554878	590.123256	207.936061	0	0.804002238
100244	75.71205921	565.9601656	344.3881016	0	0.394444665
100245	5.37E-06	513.0467511	348.0579786	1	0.084855751
100246	418.2637208	538.4840407	382.8507087	1	0.242514098
100247	0.234293547	405.5726369	874.8584284	1	0.908754406
100248	1456.641297	442.671393	490.5125037	1	0.07251738
100249	4.45E-06	704.4652533	387.6857763	0	0.995281933
100250	5176492486	484.6837466	679.394197	0	0.073456645
100251	38844.98333	418.0526513	546.3315337	1	0.463795623
100252	39.57223444	300.4790993	471.7460386	1	0.952157519
100253	0.007552376	667.307016	361.071528	1	0.769876208
100254	7.91E-05	646.4440364	336.9943221	0	0.492058314
100255	0.00143934	608.7618533	787.5216028	1	0.860912995
100256	0.148454724	293.1268516	397.7025032	1	0.59145213
100257	4.77375E+12	571.4918748	435.8604349	1	0.207960118
100258	1695.378422	451.2180581	343.5478924	1	0.241581365
100259	0.021479239	595.5034336	391.1456701	1	0.870826412
100260	2.11486E+12	698.2782452	301.580734	1	0.690514205
100261	1.347557118	170.7027226	416.1576005	1	0.231683718
100262	25678.04231	463.1866898	482.7943345	0	0.239148489
100263	1.22856E+13	688.7517836	624.3899763	0	0.647777309
100264	9862540.415	1099.39475	329.6070867	1	0.186720877
100265	20422.83645	387.5036717	400.2576832	1	0.398445072
100266	209566.2628	287.0780359	455.3498342	0	0.573146492
100267	6.918900233	109.939659	814.4575976	1	0.004990434
100268	71.81732895	893.9426838	555.1969176	0	0.941122141
100269	0.024466568	535.2684938	851.1178756	0	0.354365889
100270	2.22E-05	237.6865695	298.3516256	1	0.416122392
100271	7.55816471	656.51948	348.9505685	1	0.266178918
100272	21337.70133	261.5260377	396.2761229	0	0.935713333
100273	0.017764821	609.1050688	800.9591235	1	0.210494676
100274	1.10E+19	391.6264465	512.6683432	0	0.328882535
100275	17040521.76	541.7383426	625.6723091	1	0.215516588
100276	1431.078764	634.1427079	482.572285	0	0.792109179
100277	0.001228898	604.0368413	446.41457	0	0.546929862
100278	0.651114941	159.0768643	173.9722063	1	0.066696675
100279	157258.4479	697.2810792	495.8080119	0	0.698074057
100280	5.498882062	319.2378576	877.6852587	0	0.962629023
100281	0.953958771	271.0287049	478.3497386	1	0.730167113
100282	0.3308321	287.3517252	275.412018	0	0.576863359
100283	7.67E-05	175.4586661	650.8188386	1	0.674954861
100284	0.000113926	967.9938286	759.3296398	0	0.548057547
100285	3.97E+17	403.3118924	597.5533432	1	0.375611372
100286	5.93E-07	206.6780727	722.458211	0	0.350033259
100287	0.012657034	714.0637182	879.5043776	1	0.425788388
100288	438.9941822	280.183548	308.948632	1	0.915786655
100289	32.25357614	444.1351569	437.0048008	0	0.235564199
100290	1.05711E+13	645.7978488	574.6896712	0	0.325154248
100291	5435422925	423.5576019	332.8531115	0	0.972201378
100292	0.003134113	588.3522704	423.4168587	0	0.082529145
100293	0.045411339	436.0060237	436.9602702	0	0.49977521
100294	117703546.8	379.9472561	325.7299162	0	0.641690077
100295	18.27085582	508.4624001	771.7229573	0	0.687210155
100296	242128247.8	396.3260385	294.2570965	1	0.513232256
100297	5.63213E+12	600.227559	514.7484352	0	0.972963172
100298	3.39E-06	398.4877641	138.5567734	0	0.829317448
100299	22747.5272	258.8386613	397.487369	1	0.585913967
100300	1.96E-05	740.8749619	177.1821122	1	0.635924211
100301	0.00504881	598.2463581	359.2076278	0	0.586116456
100302	57.03063253	294.1156714	678.1306977	1	0.824467673
100303	125.8390983	242.610502	508.6861342	1	0.200472218
100304	9.31E-06	571.5004945	604.612413	0	0.98275175
100305	325186.4492	522.0030535	272.5605673	1	0.848515896
100306	0.002313716	635.4908234	554.3307358	1	0.849438943
100307	7.14E-07	49.59708029	298.7633079	0	0.245123557
100308	995436579.4	454.7958572	280.6919477	0	0.877246425
100309	2.45E-05	842.2201761	218.9360784	0	0.360390349
100310	308.7234229	180.8638712	238.5440242	1	0.022717309
100311	3.15069E+13	229.2072699	703.451789	1	0.597727162
100312	24.03735868	674.5025495	764.8706955	1	0.102624031
100313	2.35416E+11	762.1124773	201.1162479	1	0.05224763
100314	0.000208259	495.2810264	460.416865	0	0.213432823
100315	0.000997078	614.0354931	678.7103256	1	0.056497584
100316	378.1274796	363.6782423	361.582	0	0.768218202
100317	7.12E-07	559.3328336	316.6913993	1	0.841371058
100318	0.009647119	654.9016097	689.5134111	1	0.544892568
100319	145.141478	274.8189842	550.4157562	0	0.66163475
100320	377.4192542	191.2617575	789.7172774	0	0.392564174
100321	0.039156831	382.9817942	360.8326189	1	0.000424408
100322	0.743091307	634.1412595	163.3702812	0	0.346120952
100323	0.00019114	652.3472982	-52.18612603	0	0.802031933
100324	0.000272359	197.4009155	473.6939088	0	0.481513339
100325	7.887173583	844.7393471	452.4584256	1	0.96503614
100326	7.37372465	676.4590589	113.3465507	0	0.405591004
100327	1.519005097	507.3512467	413.7939128	0	0.027532989
100328	3.76E-07	262.1022189	269.7331651	1	0.53486136
100329	0.085878231	625.356187	612.1896132	1	0.839573639
100330	4.81169E+11	297.0314973	451.9179117	0	0.269680937
100331	41.76358921	379.0594543	894.8492255	1	0.221571293
100332	0.09830213	426.3583433	713.7061886	0	0.439407535
100333	4.706028132	468.3091344	506.174737	0	0.159719396
100334	0.000168489	621.5060905	279.8815582	1	0.759762429
100335	41734141892	444.1991099	299.6185085	0	0.443532245
100336	7.39E-05	579.962567	448.0461761	1	0.736291819
100337	2.294477712	131.19598	702.0875751	0	0.3534766
100338	116086.8974	757.7092267	509.5670753	1	0.719754808
100339	5087259.6	760.9703477	301.5638803	0	0.040573967
100340	10.93838481	589.9077378	415.2859897	1	0.38761163
100341	1.16E-06	584.8105677	580.5062198	0	0.183106498
100342	516359.4109	473.2954078	552.6929419	0	0.180879452
100343	25441482.2	562.98984	148.7590473	1	0.928823479
100344	2890354403	365.6802735	112.4133217	1	0.611591579
100345	255295.2526	465.1146114	684.8219884	1	0.463373548
100346	1.45E+17	529.7123947	777.9178316	0	0.006509379
100347	255.8597911	174.3185385	767.2834197	0	0.011074254
100348	949.0103871	789.2527611	574.9580121	0	0.695666033
100349	38350942696	545.0383463	657.3401767	1	0.490496862
100350	3.6489E+13	633.4794575	743.9085984	1	0.829254463
100351	2.93321E+11	489.6201946	342.7498633	1	0.094203611
100352	3.125468655	615.9840902	125.0602651	1	0.539132272
100353	8240103.104	212.211985	667.3596012	1	0.344005244
100354	2068362665	737.8271422	393.9231785	0	0.022198322
100355	30.51445487	167.80763	552.3394076	0	0.786950321
100356	6.16E-06	365.7303071	561.6429428	0	0.197812173
100357	5.95E-07	683.9242406	310.2326045	1	0.821737568
100358	16184.6528	826.9478229	282.2871579	0	0.479951226
100359	119760856	843.1075395	546.3736849	0	0.897719032
100360	0.006990309	695.5763493	345.8914445	1	0.181840196
100361	3.38E-05	574.1202363	507.7970213	0	0.96184342
100362	0.004323845	983.2653151	195.948933	0	0.761846549
100363	151.6897305	562.9399118	208.2919655	0	0.161603909
100364	8669685.83	372.5771042	502.8769347	0	0.267958625
100365	7622.35296	385.0320362	486.9251699	0	0.202766488
100366	19.33637015	356.4943432	646.9114411	1	0.382223455
100367	5.31733E+11	514.4982806	607.1387036	0	0.517451772
100368	7.65E+21	617.9786167	727.9839013	1	0.089726541
100369	16.18689106	301.8921797	571.114291	0	0.823422155
100370	1.47874E+13	272.0097136	581.0554449	1	0.652143039
100371	0.000123523	456.5493374	590.58034	0	0.602145629
100372	6275560734	545.0224278	482.600093	1	0.757146244
100373	1.47E-05	458.09757	688.3692885	1	0.482006147
100374	0.043755755	363.4395195	702.6802187	0	0.96183939
100375	8.610912835	434.2271093	598.4092406	1	0.309108045
100376	4.021738811	526.914036	453.6843264	1	0.386805571
100377	0.449440279	301.0852514	462.4734067	0	0.894155201
100378	1.02E-05	629.5522239	617.8529687	1	0.725101343
100379	3.15463E+11	687.5701804	838.4826009	1	0.618371762
100380	0.142655838	362.587732	387.7047243	1	0.635940963
100381	33457156.35	71.6302086	373.2952546	0	0.747127747
100382	0.04465665	598.6971047	540.0185885	0	0.832867395
100383	12456.30015	340.4906717	819.5253055	0	0.319551236
100384	61714.77383	766.28182	625.4597556	0	0.404817896
100385	1.60E-06	682.1024104	577.2870766	0	0.85452081
100386	4.80092E+13	128.3161967	-4.520356197	0	0.607147965
100387	4.77E-05	475.6794068	583.6826575	0	0.98754309
100388	0.198594589	538.1100749	355.9492396	1	0.690713829
100389	1.15E+19	366.1174691	75.21401294	1	0.984302303
100390	1.22E-06	664.518821	294.7069264	0	0.665818431
100391	5.79E-05	99.65983376	271.4200891	0	0.12612703
100392	388.7203618	386.7388499	829.8750245	0	0.649679509
100393	6.33E-05	468.2984596	42.47618798	1	0.814889118
100394	289647.0812	893.36285	650.593083	0	0.285902101
100395	0.510722338	491.2762685	686.4969757	1	0.84120678
100396	13.4947757	327.5842663	558.9087985	1	0.499928852
100397	2.4385E+12	702.0131174	773.6566338	1	0.327911503
100398	629139.4024	215.3171029	515.5802836	0	0.032698086
100399	5.192335875	315.9750003	483.18558	1	0.361803483
100400	0.070702959	597.7036004	469.8440372	1	0.442454654
100401	4.899886646	584.9247378	573.3111886	0	0.227851381
100402	0.139592281	286.8602836	740.104722	0	0.67468121
100403	24284.98355	733.8487521	507.4369619	1	0.09162817
100404	887891.3431	505.7225774	392.2257057	0	0.694608062
100405	508.446401	920.7439003	707.3797858	1	0.326952421
100406	3695281.05	593.2981399	542.9180567	0	0.003881031
100407	153164.8655	517.4745275	640.2076441	0	0.257291986
100408	8.90E-05	807.0713427	786.3169603	0	0.145783658
100409	4075.285845	487.452894	394.5326078	1	0.33183313
100410	149.0247057	448.5848347	196.9229199	1	0.675834063
100411	0.012490789	263.845845	933.4720769	0	0.192769269
100412	551.1587303	563.2354754	455.7065148	0	0.202672365
100413	1.69898E+14	728.8023354	1011.089661	1	0.405462026
100414	0.062615903	165.5136481	419.0587095	1	0.851906698
100415	2318.520214	450.5054272	373.6154107	1	0.364127928
100416	3.95E-06	301.2195896	427.8877849	0	0.353027772
100417	96448.3795	668.4245834	422.5806364	0	0.963951697
100418	4.75E-05	688.026185	783.2555876	0	0.639548503
100419	353872976	589.8400329	-30.98562682	1	0.77240307
100420	224.0363462	101.4923323	915.9758723	1	0.602923044
100421	2.484774559	217.3493359	962.3766911	1	0.349447496
100422	0.014663059	305.2031175	385.6183115	0	0.221000013
100423	0.000136908	292.134285	364.6196615	0	0.540620772
100424	457989.7326	374.4524912	711.7023586	0	0.831585054
100425	9983428447	588.7481608	500.560246	0	0.380756598
100426	633.370531	551.2782215	-73.84683002	0	0.434547723
100427	0.188225187	292.8667895	467.4422265	0	0.680446157
100428	24.49906628	382.041677	436.2452395	1	0.493944344
100429	2.350291781	627.1291037	698.9614004	0	0.136445432
100430	5.20E-05	453.6535592	322.0872545	1	0.85489294
100431	8.91E-05	455.1625008	-6.134000182	1	0.297866443
100432	0.000232122	661.9078385	447.3060993	1	0.336469456
100433	4.22E-05	266.6488191	345.1977418	0	0.769304
100434	142.2355757	744.6139076	596.6671031	1	0.795334521
100435	9.45E-05	564.4998893	70.13802432	1	0.592934756
100436	4.933852934	571.8349753	475.0451688	0	0.803768688
100437	2.58E-05	245.851902	539.1126753	0	0.825145845
100438	0.079899236	633.7526188	579.0009291	0	0.568412235
100439	0.000298762	573.945149	539.417209	1	0.237950836
100440	802.9083456	362.9909858	542.3076184	0	0.000705466
100441	0.000187599	408.7000474	391.1046328	0	0.159278263
100442	6.4279E+11	327.7882254	247.761514	1	0.033182595
100443	384855.8188	238.6020796	446.0508274	1	0.317098914
100444	457188870.5	234.6848227	351.1791092	1	0.371126237
100445	5.05E+23	193.9269788	206.8143551	1	0.836660146
100446	0.00038522	400.6099853	278.6005337	1	0.185925206
100447	0.000639735	512.6910288	311.2740472	0	0.188993657
100448	3.80E-05	532.7863528	800.4234489	0	0.307283785
100449	81.55596106	656.6460029	623.1004141	1	0.852605395
100450	4140.772168	152.6410099	355.4887638	1	0.328454065
100451	437.5038165	656.8919399	363.103476	0	0.524383154
100452	0.009319196	748.6247248	326.4327196	1	0.564035748
100453	22307.06907	566.7451111	489.5189699	1	0.545389408
100454	8718512174	678.7768874	540.2350026	0	0.63810929
100455	1.47E-05	268.7350545	364.4398225	1	0.489253418
100456	1.54E-06	559.2662217	385.0303714	1	0.913301797
100457	1.75E+16	743.5512396	687.2960857	0	0.72052414
100458	6.71E-06	837.7196557	256.1030582	0	0.156359211
100459	68928770.59	596.9787502	782.7775171	1	0.906515238
100460	0.509459861	484.7863053	496.0434577	1	0.994303312
100461	1.90486E+12	479.5472028	449.4446285	1	0.093703772
100462	0.117578909	452.2705828	588.7697172	0	0.884733742
100463	7908.325907	489.9890562	144.9837018	1	0.859161562
100464	0.000152436	545.4727425	618.5486474	1	0.822500447
100465	0.000165196	504.7646443	617.9666393	1	0.300003427
100466	992.3827761	429.4043147	511.6641569	0	0.816968475
100467	0.00013456	512.8638424	400.2712388	1	0.786417961
100468	0.000157842	356.6074183	1002.337495	1	0.310020812
100469	1.68E+17	634.0866398	465.6222104	1	0.209154417
100470	2.947313766	363.4076342	2.531313891	1	0.470126915
100471	2714419624	247.6734431	396.1012546	1	0.451172815
100472	2.90889E+15	282.2939703	616.6257792	1	0.740666307
100473	0.002097754	617.9016105	412.8366982	0	0.024320336
100474	2.835783499	251.9857627	572.5747193	1	0.27058104
100475	35.79690725	521.4936052	167.2784868	1	0.012928061
100476	72013.89689	726.2610775	370.7933034	1	0.814373018
100477	2111029708	497.6211993	179.4172622	1	0.824227854
100478	503459844.2	755.3891869	436.7947382	0	0.769063764
